Date,Percentage change
17/07/2015,0.00111
20/07/2015,0.00077
21/07/2015,-0.00426
22/07/2015,-0.00239
23/07/2015,-0.00568
24/07/2015,-0.01070
27/07/2015,-0.00577
28/07/2015,0.01239
29/07/2015,0.00732
30/07/2015,0.00003
31/07/2015,-0.00227
03/08/2015,-0.00275
04/08/2015,-0.00225
05/08/2015,0.00311
06/08/2015,-0.00775
07/08/2015,-0.00287
10/08/2015,0.01281
11/08/2015,-0.00956
12/08/2015,0.00095
13/08/2015,-0.00127
14/08/2015,0.00391
17/08/2015,0.00521
18/08/2015,-0.00262
19/08/2015,-0.00825
20/08/2015,-0.02110
21/08/2015,-0.03185
24/08/2015,-0.03941
25/08/2015,-0.01352
26/08/2015,0.03903
27/08/2015,0.02430
28/08/2015,0.00061
31/08/2015,-0.00839
01/09/2015,-0.02958
02/09/2015,0.01829
03/09/2015,0.00116
04/09/2015,-0.01533
08/09/2015,0.02508
09/09/2015,-0.01390
10/09/2015,0.00528
11/09/2015,0.00449
14/09/2015,-0.00409
15/09/2015,0.01283
16/09/2015,0.00871
17/09/2015,-0.00256
18/09/2015,-0.01616
21/09/2015,0.00456
22/09/2015,-0.01232
23/09/2015,-0.00205
24/09/2015,-0.00336
25/09/2015,-0.00047
28/09/2015,-0.02567
29/09/2015,0.00123
30/09/2015,0.01908
01/10/2015,0.00198
02/10/2015,0.01432
05/10/2015,0.01829
06/10/2015,-0.00359
07/10/2015,0.00804
08/10/2015,0.00882
09/10/2015,0.00073
12/10/2015,0.00127
13/10/2015,-0.00682
14/10/2015,-0.00472
15/10/2015,0.01485
16/10/2015,0.00457
19/10/2015,0.00027
20/10/2015,-0.00142
21/10/2015,-0.00582
22/10/2015,0.01663
23/10/2015,0.01103
26/10/2015,-0.00191
27/10/2015,-0.00255
28/10/2015,0.01184
29/10/2015,-0.00045
30/10/2015,-0.00481
02/11/2015,0.01187
03/11/2015,0.00273
04/11/2015,-0.00354
05/11/2015,-0.00113
06/11/2015,-0.00035
09/11/2015,-0.00982
10/11/2015,0.00151
11/11/2015,-0.00323
12/11/2015,-0.01399
13/11/2015,-0.01121
16/11/2015,0.01490
17/11/2015,-0.00134
18/11/2015,0.01616
19/11/2015,-0.00112
20/11/2015,0.00381
23/11/2015,-0.00123
24/11/2015,0.00122
25/11/2015,-0.00013
27/11/2015,0.00059
30/11/2015,-0.00464
01/12/2015,0.01068
02/12/2015,-0.01100
03/12/2015,-0.01437
04/12/2015,0.02053
07/12/2015,-0.00699
08/12/2015,-0.00649
09/12/2015,-0.00774
10/12/2015,0.00225
11/12/2015,-0.01942
14/12/2015,0.00475
15/12/2015,0.01062
16/12/2015,0.01451
17/12/2015,-0.01504
18/12/2015,-0.01780
21/12/2015,0.00778
22/12/2015,0.00882
23/12/2015,0.01242
24/12/2015,-0.00160
28/12/2015,-0.00218
29/12/2015,0.01063
30/12/2015,-0.00722
31/12/2015,-0.00941
04/01/2016,-0.01530
05/01/2016,0.00201
06/01/2016,-0.01312
07/01/2016,-0.02370
08/01/2016,-0.01084
11/01/2016,0.00085
12/01/2016,0.00780
13/01/2016,-0.02497
14/01/2016,0.01669
15/01/2016,-0.02160
19/01/2016,0.00053
20/01/2016,-0.01170
21/01/2016,0.00519
22/01/2016,0.02029
25/01/2016,-0.01564
26/01/2016,0.01415
27/01/2016,-0.01087
28/01/2016,0.00553
29/01/2016,0.02476
01/02/2016,-0.00044
02/02/2016,-0.01874
03/02/2016,0.00499
04/02/2016,0.00152
05/02/2016,-0.01848
08/02/2016,-0.01416
09/02/2016,-0.00066
10/02/2016,-0.00019
11/02/2016,-0.01230
12/02/2016,0.01952
16/02/2016,0.01652
17/02/2016,0.01648
18/02/2016,-0.00467
19/02/2016,-0.00003
22/02/2016,0.01445
23/02/2016,-0.01246
24/02/2016,0.00444
25/02/2016,0.01135
26/02/2016,-0.00187
29/02/2016,-0.00812
01/03/2016,0.02387
02/03/2016,0.00410
03/03/2016,0.00350
04/03/2016,0.00330
07/03/2016,0.00089
08/03/2016,-0.01124
09/03/2016,0.00505
10/03/2016,0.00015
11/03/2016,0.01640
14/03/2016,-0.00126
15/03/2016,-0.00184
16/03/2016,0.00560
17/03/2016,0.00660
18/03/2016,0.00440
21/03/2016,0.00099
22/03/2016,-0.00088
23/03/2016,-0.00639
24/03/2016,-0.00038
28/03/2016,0.00055
29/03/2016,0.00882
30/03/2016,0.00435
31/03/2016,-0.00204
01/04/2016,0.00633
04/04/2016,-0.00321
05/04/2016,-0.01015
06/04/2016,0.01051
07/04/2016,-0.01198
08/04/2016,0.00278
11/04/2016,-0.00274
12/04/2016,0.00966
13/04/2016,0.01004
14/04/2016,0.00017
15/04/2016,-0.00098
18/04/2016,0.00654
19/04/2016,0.00308
20/04/2016,0.00076
21/04/2016,-0.00519
22/04/2016,0.00005
25/04/2016,-0.00181
26/04/2016,0.00187
27/04/2016,0.00165
28/04/2016,-0.00923
29/04/2016,-0.00507
02/05/2016,0.00781
03/05/2016,-0.00868
04/05/2016,-0.00593
05/05/2016,-0.00024
06/05/2016,0.00318
09/05/2016,0.00075
10/05/2016,0.01248
11/05/2016,-0.00956
12/05/2016,-0.00017
13/05/2016,-0.00848
16/05/2016,0.00979
17/05/2016,-0.00941
18/05/2016,0.00021
19/05/2016,-0.00371
20/05/2016,0.00602
23/05/2016,-0.00208
24/05/2016,0.01368
25/05/2016,0.00698
26/05/2016,-0.00021
27/05/2016,0.00429
31/05/2016,-0.00100
01/06/2016,0.00113
02/06/2016,0.00283
03/06/2016,-0.00291
06/06/2016,0.00490
07/06/2016,0.00129
08/06/2016,0.00331
09/06/2016,-0.00172
10/06/2016,-0.00917
13/06/2016,-0.00812
14/06/2016,-0.00180
15/06/2016,-0.00184
16/06/2016,0.00313
17/06/2016,-0.00326
20/06/2016,0.00581
21/06/2016,0.00271
22/06/2016,-0.00165
23/06/2016,0.01336
24/06/2016,-0.03592
27/06/2016,-0.01810
28/06/2016,0.01777
29/06/2016,0.01703
30/06/2016,0.01356
01/07/2016,0.00195
05/07/2016,-0.00685
06/07/2016,0.00536
07/07/2016,-0.00087
08/07/2016,0.01525
11/07/2016,0.00341
12/07/2016,0.00701
13/07/2016,0.00013
14/07/2016,0.00526
15/07/2016,-0.00093
18/07/2016,0.00238
19/07/2016,-0.00143
20/07/2016,0.00427
21/07/2016,-0.00361
22/07/2016,0.00455
25/07/2016,-0.00301
26/07/2016,0.00032
27/07/2016,-0.00120
28/07/2016,0.00160
29/07/2016,0.00163
01/08/2016,-0.00127
02/08/2016,-0.00636
03/08/2016,0.00314
04/08/2016,0.00021
05/08/2016,0.00860
08/08/2016,-0.00091
09/08/2016,0.00039
10/08/2016,-0.00286
11/08/2016,0.00474
12/08/2016,-0.00080
15/08/2016,0.00279
16/08/2016,-0.00548
17/08/2016,0.00187
18/08/2016,0.00220
19/08/2016,-0.00144
22/08/2016,-0.00056
23/08/2016,0.00195
24/08/2016,-0.00524
25/08/2016,-0.00137
26/08/2016,-0.00158
29/08/2016,0.00523
30/08/2016,-0.00195
31/08/2016,-0.00238
01/09/2016,-0.00004
02/09/2016,0.00420
06/09/2016,0.00298
07/09/2016,-0.00015
08/09/2016,-0.00222
09/09/2016,-0.02452
12/09/2016,0.01468
13/09/2016,-0.01483
14/09/2016,-0.00059
15/09/2016,0.01011
16/09/2016,-0.00377
19/09/2016,-0.00002
20/09/2016,0.00030
21/09/2016,0.01092
22/09/2016,0.00650
23/09/2016,-0.00574
26/09/2016,-0.00859
27/09/2016,0.00644
28/09/2016,0.00530
29/09/2016,-0.00932
30/09/2016,0.00797
03/10/2016,-0.00326
04/10/2016,-0.00495
05/10/2016,0.00430
06/10/2016,0.00048
07/10/2016,-0.00325
10/10/2016,0.00461
11/10/2016,-0.01245
12/10/2016,0.00115
13/10/2016,-0.00310
14/10/2016,0.00020
17/10/2016,-0.00304
18/10/2016,0.00616
19/10/2016,0.00219
20/10/2016,-0.00137
21/10/2016,-0.00008
24/10/2016,0.00475
25/10/2016,-0.00380
26/10/2016,-0.00174
27/10/2016,-0.00299
28/10/2016,-0.00311
31/10/2016,-0.00012
01/11/2016,-0.00679
02/11/2016,-0.00652
03/11/2016,-0.00442
04/11/2016,-0.00167
07/11/2016,0.02223
08/11/2016,0.00377
09/11/2016,0.01107
10/11/2016,0.00195
11/11/2016,-0.00140
14/11/2016,-0.00011
15/11/2016,0.00748
16/11/2016,-0.00158
17/11/2016,0.00468
18/11/2016,-0.00239
21/11/2016,0.00746
22/11/2016,0.00216
23/11/2016,0.00081
25/11/2016,0.00391
28/11/2016,-0.00525
29/11/2016,0.00134
30/11/2016,-0.00265
01/12/2016,-0.00351
02/12/2016,0.00040
05/12/2016,0.00582
06/12/2016,0.00341
07/12/2016,0.01316
08/12/2016,0.00216
09/12/2016,0.00594
12/12/2016,-0.00114
13/12/2016,0.00654
14/12/2016,-0.00812
15/12/2016,0.00388
16/12/2016,-0.00175
19/12/2016,0.00198
20/12/2016,0.00364
21/12/2016,-0.00246
22/12/2016,-0.00186
23/12/2016,0.00125
27/12/2016,0.00225
28/12/2016,-0.00835
29/12/2016,-0.00030
30/12/2016,-0.00464
03/01/2017,0.00849
04/01/2017,0.00572
05/01/2017,-0.00077
06/01/2017,0.00352
09/01/2017,-0.00355
10/01/2017,0.00000
11/01/2017,0.00283
12/01/2017,-0.00214
13/01/2017,0.00185
17/01/2017,-0.00297
18/01/2017,0.00176
19/01/2017,-0.00361
20/01/2017,0.00337
23/01/2017,-0.00269
24/01/2017,0.00657
25/01/2017,0.00802
26/01/2017,-0.00073
27/01/2017,-0.00087
30/01/2017,-0.00601
31/01/2017,-0.00089
01/02/2017,0.00030
02/02/2017,0.00057
03/02/2017,0.00726
06/02/2017,-0.00211
07/02/2017,0.00023
08/02/2017,0.00069
09/02/2017,0.00576
10/02/2017,0.00356
13/02/2017,0.00525
14/02/2017,0.00401
15/02/2017,0.00499
16/02/2017,-0.00086
17/02/2017,0.00168
21/02/2017,0.00605
22/02/2017,-0.00108
23/02/2017,0.00042
24/02/2017,0.00150
27/02/2017,0.00102
28/02/2017,-0.00258
01/03/2017,0.01367
02/03/2017,-0.00586
03/03/2017,0.00050
06/03/2017,-0.00328
07/03/2017,-0.00291
08/03/2017,-0.00229
09/03/2017,0.00080
10/03/2017,0.00327
13/03/2017,0.00037
14/03/2017,-0.00338
15/03/2017,0.00837
16/03/2017,-0.00163
17/03/2017,-0.00131
20/03/2017,-0.00201
21/03/2017,-0.01241
22/03/2017,0.00189
23/03/2017,-0.00106
24/03/2017,-0.00085
27/03/2017,-0.00102
28/03/2017,0.00725
29/03/2017,0.00109
30/03/2017,0.00293
31/03/2017,-0.00226
03/04/2017,-0.00164
04/04/2017,0.00056
05/04/2017,-0.00305
06/04/2017,0.00193
07/04/2017,-0.00082
10/04/2017,0.00069
11/04/2017,-0.00144
12/04/2017,-0.00376
13/04/2017,-0.00681
17/04/2017,0.00861
18/04/2017,-0.00290
19/04/2017,-0.00172
20/04/2017,0.00756
21/04/2017,-0.00303
24/04/2017,0.01084
25/04/2017,0.00609
26/04/2017,-0.00049
27/04/2017,0.00055
28/04/2017,-0.00191
01/05/2017,0.00173
02/05/2017,0.00119
03/05/2017,-0.00127
04/05/2017,0.00058
05/05/2017,0.00409
08/05/2017,0.00004
09/05/2017,-0.00102
10/05/2017,0.00113
11/05/2017,-0.00216
12/05/2017,-0.00148
15/05/2017,0.00478
16/05/2017,-0.00069
17/05/2017,-0.01818
18/05/2017,0.00369
19/05/2017,0.00676
22/05/2017,0.00516
23/05/2017,0.00184
24/05/2017,0.00249
25/05/2017,0.00444
26/05/2017,0.00031
30/05/2017,-0.00121
31/05/2017,-0.00046
01/06/2017,0.00757
02/06/2017,0.00371
05/06/2017,-0.00122
06/06/2017,-0.00278
07/06/2017,0.00157
08/06/2017,0.00027
09/06/2017,-0.00083
12/06/2017,-0.00098
13/06/2017,0.00451
14/06/2017,-0.00099
15/06/2017,-0.00224
16/06/2017,0.00028
19/06/2017,0.00835
20/06/2017,-0.00670
21/06/2017,-0.00058
22/06/2017,-0.00046
23/06/2017,0.00156
26/06/2017,0.00032
27/06/2017,-0.00807
28/06/2017,0.00881
29/06/2017,-0.00860
30/06/2017,0.00153
03/07/2017,0.00231
05/07/2017,0.00145
06/07/2017,-0.00937
07/07/2017,0.00640
10/07/2017,0.00093
11/07/2017,-0.00079
12/07/2017,0.00731
13/07/2017,0.00188
14/07/2017,0.00467
17/07/2017,-0.00005
18/07/2017,0.00060
19/07/2017,0.00537
20/07/2017,-0.00015
21/07/2017,-0.00037
24/07/2017,-0.00106
25/07/2017,0.00292
26/07/2017,0.00028
27/07/2017,-0.00097
28/07/2017,-0.00134
31/07/2017,-0.00073
01/08/2017,0.00245
02/08/2017,0.00049
03/08/2017,-0.00218
04/08/2017,0.00189
07/08/2017,0.00165
08/08/2017,-0.00242
09/08/2017,-0.00036
10/08/2017,-0.01447
11/08/2017,0.00128
14/08/2017,0.01004
15/08/2017,-0.00050
16/08/2017,0.00142
17/08/2017,-0.01544
18/08/2017,-0.00183
21/08/2017,0.00116
22/08/2017,0.00994
23/08/2017,-0.00345
24/08/2017,-0.00208
25/08/2017,0.00167
28/08/2017,0.00049
29/08/2017,0.00084
30/08/2017,0.00462
31/08/2017,0.00572
01/09/2017,0.00198
05/09/2017,-0.00755
06/09/2017,0.00313
07/09/2017,-0.00018
08/09/2017,-0.00149
11/09/2017,0.01084
12/09/2017,0.00337
13/09/2017,0.00076
14/09/2017,-0.00110
15/09/2017,0.00185
18/09/2017,0.00146
19/09/2017,0.00111
20/09/2017,0.00063
21/09/2017,-0.00304
22/09/2017,0.00065
25/09/2017,-0.00222
26/09/2017,0.00007
27/09/2017,0.00409
28/09/2017,0.00120
29/09/2017,0.00370
02/10/2017,0.00387
03/10/2017,0.00216
04/10/2017,0.00125
05/10/2017,0.00564
06/10/2017,-0.00107
09/10/2017,-0.00181
10/10/2017,0.00232
11/10/2017,0.00180
12/10/2017,-0.00169
13/10/2017,0.00088
16/10/2017,0.00175
17/10/2017,0.00067
18/10/2017,0.00075
19/10/2017,0.00033
20/10/2017,0.00511
23/10/2017,-0.00397
24/10/2017,0.00162
25/10/2017,-0.00466
26/10/2017,0.00127
27/10/2017,0.00807
30/10/2017,-0.00319
31/10/2017,0.00094
01/11/2017,0.00159
02/11/2017,0.00019
03/11/2017,0.00309
06/11/2017,0.00127
07/11/2017,-0.00019
08/11/2017,0.00144
09/11/2017,-0.00376
10/11/2017,-0.00090
13/11/2017,0.00099
14/11/2017,-0.00231
15/11/2017,-0.00553
16/11/2017,0.00820
17/11/2017,-0.00263
20/11/2017,0.00127
21/11/2017,0.00654
22/11/2017,-0.00075
24/11/2017,0.00206
27/11/2017,-0.00038
28/11/2017,0.00985
29/11/2017,-0.00037
30/11/2017,0.00819
01/12/2017,-0.00203
04/12/2017,-0.00105
05/12/2017,-0.00374
06/12/2017,-0.00012
07/12/2017,0.00293
08/12/2017,0.00551
11/12/2017,0.00320
12/12/2017,0.00155
13/12/2017,-0.00047
14/12/2017,-0.00407
15/12/2017,0.00897
18/12/2017,0.00536
19/12/2017,-0.00323
20/12/2017,-0.00083
21/12/2017,0.00199
22/12/2017,-0.00046
26/12/2017,-0.00106
27/12/2017,0.00079
28/12/2017,0.00183
29/12/2017,-0.00518
02/01/2018,0.00830
03/01/2018,0.00640
04/01/2018,0.00403
05/01/2018,0.00703
08/01/2018,0.00166
09/01/2018,0.00130
10/01/2018,-0.00111
11/01/2018,0.00703
12/01/2018,0.00675
16/01/2018,-0.00353
17/01/2018,0.00941
18/01/2018,-0.00161
19/01/2018,0.00439
22/01/2018,0.00807
23/01/2018,0.00217
24/01/2018,-0.00056
25/01/2018,0.00060
26/01/2018,0.01184
29/01/2018,-0.00673
30/01/2018,-0.01090
31/01/2018,0.00049
01/02/2018,-0.00065
02/02/2018,-0.02121
05/02/2018,-0.04098
06/02/2018,0.01744
07/02/2018,-0.00500
08/02/2018,-0.03754
09/02/2018,0.01493
12/02/2018,0.01392
13/02/2018,0.00261
14/02/2018,0.01340
15/02/2018,0.01207
16/02/2018,0.00037
20/02/2018,-0.00584
21/02/2018,-0.00550
22/02/2018,0.00097
23/02/2018,0.01603
26/02/2018,0.01176
27/02/2018,-0.01271
28/02/2018,-0.01110
01/03/2018,-0.01332
02/03/2018,0.00507
05/03/2018,0.01103
06/03/2018,0.00264
07/03/2018,-0.00048
08/03/2018,0.00446
09/03/2018,0.01738
12/03/2018,-0.00127
13/03/2018,-0.00636
14/03/2018,-0.00572
15/03/2018,-0.00078
16/03/2018,0.00170
19/03/2018,-0.01421
20/03/2018,0.00148
21/03/2018,-0.00185
22/03/2018,-0.02516
23/03/2018,-0.02097
26/03/2018,0.02716
27/03/2018,-0.01728
28/03/2018,-0.00292
29/03/2018,0.01377
02/04/2018,-0.02234
03/04/2018,0.01261
04/04/2018,0.01157
05/04/2018,0.00686
06/04/2018,-0.02192
09/04/2018,0.00334
10/04/2018,0.01673
11/04/2018,-0.00552
12/04/2018,0.00825
13/04/2018,-0.00289
16/04/2018,0.00811
17/04/2018,0.01066
18/04/2018,0.00083
19/04/2018,-0.00573
20/04/2018,-0.00853
23/04/2018,0.00006
24/04/2018,-0.01338
25/04/2018,0.00184
26/04/2018,0.01044
27/04/2018,0.00111
30/04/2018,-0.00819
01/05/2018,0.00255
02/05/2018,-0.00721
03/05/2018,-0.00225
04/05/2018,0.01281
07/05/2018,0.00346
08/05/2018,-0.00027
09/05/2018,0.00968
10/05/2018,0.00937
11/05/2018,0.00171
14/05/2018,0.00089
15/05/2018,-0.00684
16/05/2018,0.00406
17/05/2018,-0.00086
18/05/2018,-0.00263
21/05/2018,0.00739
22/05/2018,-0.00313
23/05/2018,0.00325
24/05/2018,-0.00202
25/05/2018,-0.00236
29/05/2018,-0.01156
30/05/2018,0.01270
31/05/2018,-0.00688
01/06/2018,0.01085
04/06/2018,0.00448
05/06/2018,0.00070
06/06/2018,0.00857
07/06/2018,-0.00071
08/06/2018,0.00312
11/06/2018,0.00107
12/06/2018,0.00174
13/06/2018,-0.00403
14/06/2018,0.00247
15/06/2018,-0.00102
18/06/2018,-0.00213
19/06/2018,-0.00402
20/06/2018,0.00171
21/06/2018,-0.00635
22/06/2018,0.00186
25/06/2018,-0.01372
26/06/2018,0.00220
27/06/2018,-0.00861
28/06/2018,0.00618
29/06/2018,0.00076
02/07/2018,0.00307
03/07/2018,-0.00495
05/07/2018,0.00862
06/07/2018,0.00848
09/07/2018,0.00882
10/07/2018,0.00347
11/07/2018,-0.00709
12/07/2018,0.00875
13/07/2018,0.00108
16/07/2018,-0.00103
17/07/2018,0.00397
18/07/2018,0.00216
19/07/2018,-0.00395
20/07/2018,-0.00095
23/07/2018,0.00184
24/07/2018,0.00478
25/07/2018,0.00910
26/07/2018,-0.00303
27/07/2018,-0.00656
30/07/2018,-0.00575
31/07/2018,0.00488
01/08/2018,-0.00104
02/08/2018,0.00492
03/08/2018,0.00465
06/08/2018,0.00354
07/08/2018,0.00283
08/08/2018,-0.00026
09/08/2018,-0.00144
10/08/2018,-0.00711
13/08/2018,-0.00401
14/08/2018,0.00639
15/08/2018,-0.00760
16/08/2018,0.00792
17/08/2018,0.00332
20/08/2018,0.00243
21/08/2018,0.00207
22/08/2018,-0.00040
23/08/2018,-0.00169
24/08/2018,0.00620
27/08/2018,0.00767
28/08/2018,0.00027
29/08/2018,0.00570
30/08/2018,-0.00443
31/08/2018,0.00013
04/09/2018,-0.00165
05/09/2018,-0.00280
06/09/2018,-0.00365
07/09/2018,-0.00221
10/09/2018,0.00190
11/09/2018,0.00374
12/09/2018,0.00035
13/09/2018,0.00528
14/09/2018,0.00027
17/09/2018,-0.00557
18/09/2018,0.00537
19/09/2018,0.00125
20/09/2018,0.00784
21/09/2018,-0.00037
24/09/2018,-0.00351
25/09/2018,-0.00130
26/09/2018,-0.00329
27/09/2018,0.00276
28/09/2018,-0.00001
01/10/2018,0.00364
02/10/2018,-0.00040
03/10/2018,0.00071
04/10/2018,-0.00817
05/10/2018,-0.00553
08/10/2018,-0.00039
09/10/2018,-0.00142
10/10/2018,-0.03287
11/10/2018,-0.02057
12/10/2018,0.01421
15/10/2018,-0.00591
16/10/2018,0.02150
17/10/2018,-0.00025
18/10/2018,-0.01439
19/10/2018,-0.00036
22/10/2018,-0.00430
23/10/2018,-0.00551
24/10/2018,-0.03086
25/10/2018,0.01862
26/10/2018,-0.01733
29/10/2018,-0.00656
30/10/2018,0.01567
31/10/2018,0.01085
01/11/2018,0.01056
02/11/2018,-0.00632
05/11/2018,0.00560
06/11/2018,0.00626
07/11/2018,0.02121
08/11/2018,-0.00251
09/11/2018,-0.00920
12/11/2018,-0.01970
13/11/2018,-0.00148
14/11/2018,-0.00757
15/11/2018,0.01060
16/11/2018,0.00222
19/11/2018,-0.01664
20/11/2018,-0.01815
21/11/2018,0.00304
23/11/2018,-0.00656
26/11/2018,0.01553
27/11/2018,0.00326
28/11/2018,0.02297
29/11/2018,-0.00220
30/11/2018,0.00819
03/12/2018,0.01094
04/12/2018,-0.03236
06/12/2018,-0.00153
07/12/2018,-0.02332
10/12/2018,0.00176
11/12/2018,-0.00036
12/12/2018,0.00542
13/12/2018,-0.00020
14/12/2018,-0.01908
17/12/2018,-0.02078
18/12/2018,0.00009
19/12/2018,-0.01540
20/12/2018,-0.01577
21/12/2018,-0.02059
24/12/2018,-0.02711
26/12/2018,0.04960
27/12/2018,0.00856
28/12/2018,-0.00124
31/12/2018,0.00849
02/01/2019,0.00127
03/01/2019,-0.02476
04/01/2019,0.03434
07/01/2019,0.00701
08/01/2019,0.00970
09/01/2019,0.00410
10/01/2019,0.00452
11/01/2019,-0.00015
14/01/2019,-0.00526
15/01/2019,0.01072
16/01/2019,0.00222
17/01/2019,0.00759
18/01/2019,0.01318
22/01/2019,-0.01416
23/01/2019,0.00220
24/01/2019,0.00138
25/01/2019,0.00849
28/01/2019,-0.00785
29/01/2019,-0.00145
30/01/2019,0.01555
31/01/2019,0.00860
01/02/2019,0.00090
04/02/2019,0.00677
05/02/2019,0.00471
06/02/2019,-0.00222
07/02/2019,-0.00936
08/02/2019,0.00067
11/02/2019,0.00071
12/02/2019,0.01289
13/02/2019,0.00302
14/02/2019,-0.00265
15/02/2019,0.01088
19/02/2019,0.00150
20/02/2019,0.00178
21/02/2019,-0.00353
22/02/2019,0.00641
25/02/2019,0.00123
26/02/2019,-0.00079
27/02/2019,-0.00054
28/02/2019,-0.00283
01/03/2019,0.00690
04/03/2019,-0.00388
05/03/2019,-0.00113
06/03/2019,-0.00653
07/03/2019,-0.00813
08/03/2019,-0.00213
11/03/2019,0.01467
12/03/2019,0.00296
13/03/2019,0.00695
14/03/2019,-0.00087
15/03/2019,0.00498
18/03/2019,0.00371
19/03/2019,-0.00013
20/03/2019,-0.00294
21/03/2019,0.01085
22/03/2019,-0.01897
25/03/2019,-0.00084
26/03/2019,0.00718
27/03/2019,-0.00464
28/03/2019,0.00359
29/03/2019,0.00674
01/04/2019,0.01157
02/04/2019,0.00001
03/04/2019,0.00215
04/04/2019,0.00209
05/04/2019,0.00464
08/04/2019,0.00105
09/04/2019,-0.00607
10/04/2019,0.00348
11/04/2019,0.00004
12/04/2019,0.00661
15/04/2019,-0.00063
16/04/2019,0.00051
17/04/2019,-0.00227
18/04/2019,0.00158
22/04/2019,0.00101
23/04/2019,0.00884
24/04/2019,-0.00219
25/04/2019,-0.00037
26/04/2019,0.00468
29/04/2019,0.00107
30/04/2019,0.00095
01/05/2019,-0.00750
02/05/2019,-0.00213
03/05/2019,0.00964
06/05/2019,-0.00447
07/05/2019,-0.01651
08/05/2019,-0.00161
09/05/2019,-0.00302
10/05/2019,0.00372
13/05/2019,-0.02413
14/05/2019,0.00802
15/05/2019,0.00584
16/05/2019,0.00889
17/05/2019,-0.00584
20/05/2019,-0.00675
21/05/2019,0.00849
22/05/2019,-0.00282
23/05/2019,-0.01192
24/05/2019,0.00135
28/05/2019,-0.00838
29/05/2019,-0.00691
30/05/2019,0.00210
31/05/2019,-0.01320
03/06/2019,-0.00277
04/06/2019,0.02143
05/06/2019,0.00816
06/06/2019,0.00614
07/06/2019,0.01050
10/06/2019,0.00466
11/06/2019,-0.00035
12/06/2019,-0.00204
13/06/2019,0.00410
14/06/2019,-0.00161
17/06/2019,0.00093
18/06/2019,0.00972
19/06/2019,0.00298
20/06/2019,0.00947
21/06/2019,-0.00126
24/06/2019,-0.00173
25/06/2019,-0.00949
26/06/2019,-0.00124
27/06/2019,0.00382
28/06/2019,0.00576
01/07/2019,0.00767
02/07/2019,0.00293
03/07/2019,0.00767
05/07/2019,-0.00181
08/07/2019,-0.00484
09/07/2019,0.00124
10/07/2019,0.00451
11/07/2019,0.00228
12/07/2019,0.00462
15/07/2019,0.00017
16/07/2019,-0.00340
17/07/2019,-0.00653
18/07/2019,0.00358
19/07/2019,-0.00618
22/07/2019,0.00283
23/07/2019,0.00685
24/07/2019,0.00469
25/07/2019,-0.00526
26/07/2019,0.00739
29/07/2019,-0.00162
30/07/2019,-0.00258
31/07/2019,-0.01089
01/08/2019,-0.00900
02/08/2019,-0.00728
05/08/2019,-0.02978
06/08/2019,0.01302
07/08/2019,0.00077
08/08/2019,0.01876
09/08/2019,-0.00662
12/08/2019,-0.01196
13/08/2019,0.01476
14/08/2019,-0.02929
15/08/2019,0.00246
16/08/2019,0.01443
19/08/2019,0.01211
20/08/2019,-0.00791
21/08/2019,0.00825
22/08/2019,-0.00051
23/08/2019,-0.02595
26/08/2019,0.01098
27/08/2019,-0.00321
28/08/2019,0.00655
29/08/2019,0.01269
30/08/2019,0.00064
03/09/2019,-0.00690
04/09/2019,0.01084
05/09/2019,0.01301
06/09/2019,0.00091
09/09/2019,-0.00009
10/09/2019,0.00032
11/09/2019,0.00723
12/09/2019,0.00288
13/09/2019,-0.00073
16/09/2019,-0.00313
17/09/2019,0.00258
18/09/2019,0.00034
19/09/2019,0.00002
20/09/2019,-0.00490
23/09/2019,-0.00010
24/09/2019,-0.00842
25/09/2019,0.00616
26/09/2019,-0.00243
27/09/2019,-0.00531
30/09/2019,0.00505
01/10/2019,-0.01226
02/10/2019,-0.01790
03/10/2019,0.00797
04/10/2019,0.01421
07/10/2019,-0.00448
08/10/2019,-0.01556
09/10/2019,0.00911
10/10/2019,0.00642
11/10/2019,0.01094
14/10/2019,-0.00139
15/10/2019,0.00996
16/10/2019,-0.00200
17/10/2019,0.00276
18/10/2019,-0.00392
21/10/2019,0.00687
22/10/2019,-0.00357
23/10/2019,0.00285
24/10/2019,0.00192
25/10/2019,0.00407
28/10/2019,0.00558
29/10/2019,-0.00083
30/10/2019,0.00325
31/10/2019,-0.00302
01/11/2019,0.00966
04/11/2019,0.00370
05/11/2019,-0.00119
06/11/2019,0.00070
07/11/2019,0.00273
08/11/2019,0.00256
11/11/2019,-0.00197
12/11/2019,0.00157
13/11/2019,0.00071
14/11/2019,0.00084
15/11/2019,0.00769
18/11/2019,0.00050
19/11/2019,-0.00059
20/11/2019,-0.00376
21/11/2019,-0.00158
22/11/2019,0.00218
25/11/2019,0.00751
26/11/2019,0.00219
27/11/2019,0.00417
29/11/2019,-0.00401
02/12/2019,-0.00863
03/12/2019,-0.00664
04/12/2019,0.00632
05/12/2019,0.00150
06/12/2019,0.00914
09/12/2019,-0.00316
10/12/2019,-0.00110
11/12/2019,0.00291
12/12/2019,0.00858
13/12/2019,0.00007
16/12/2019,0.00715
17/12/2019,0.00034
18/12/2019,-0.00043
19/12/2019,0.00446
20/12/2019,0.00495
23/12/2019,0.00086
24/12/2019,-0.00020
26/12/2019,0.00513
27/12/2019,0.00003
30/12/2019,-0.00578
31/12/2019,0.00295
