Date,Percentage change
02/01/2020,0.00838
03/01/2020,-0.00706
06/01/2020,0.00353
07/01/2020,-0.00280
08/01/2020,0.00490
09/01/2020,0.00666
10/01/2020,-0.00286
13/01/2020,0.00698
14/01/2020,-0.00151
15/01/2020,0.00187
16/01/2020,0.00836
17/01/2020,0.00386
21/01/2020,-0.00265
22/01/2020,0.00029
23/01/2020,0.00114
24/01/2020,-0.00904
27/01/2020,-0.01573
28/01/2020,0.01006
29/01/2020,-0.00087
30/01/2020,0.00313
31/01/2020,-0.01771
03/02/2020,0.00726
04/02/2020,0.01498
05/02/2020,0.01125
06/02/2020,0.00332
07/02/2020,-0.00540
10/02/2020,0.00733
11/02/2020,0.00169
12/02/2020,0.00646
13/02/2020,-0.00163
14/02/2020,0.00184
18/02/2020,-0.00292
19/02/2020,0.00471
20/02/2020,-0.00382
21/02/2020,-0.01052
24/02/2020,-0.03351
25/02/2020,-0.03028
26/02/2020,-0.00378
27/02/2020,-0.04416
28/02/2020,-0.00824
02/03/2020,0.04604
03/03/2020,-0.02811
04/03/2020,0.04220
05/03/2020,-0.03392
06/03/2020,-0.01705
09/03/2020,-0.07597
10/03/2020,0.04939
11/03/2020,-0.04887
12/03/2020,-0.09511
13/03/2020,0.09287
16/03/2020,-0.11984
17/03/2020,0.05995
18/03/2020,-0.05183
19/03/2020,0.00471
20/03/2020,-0.04336
23/03/2020,-0.02929
24/03/2020,0.09383
25/03/2020,0.01153
26/03/2020,0.06241
27/03/2020,-0.03369
30/03/2020,0.03351
31/03/2020,-0.01601
01/04/2020,-0.04414
02/04/2020,0.02283
03/04/2020,-0.01514
06/04/2020,0.07033
07/04/2020,-0.00160
08/04/2020,0.03406
09/04/2020,0.01449
13/04/2020,-0.01010
14/04/2020,0.03057
15/04/2020,-0.02203
16/04/2020,0.00582
17/04/2020,0.02679
20/04/2020,-0.01788
21/04/2020,-0.03067
22/04/2020,0.02293
23/04/2020,-0.00054
24/04/2020,0.01392
27/04/2020,0.01471
28/04/2020,-0.00524
29/04/2020,0.02658
30/04/2020,-0.00921
01/05/2020,-0.02806
04/05/2020,0.00425
05/05/2020,0.00904
06/05/2020,-0.00698
07/05/2020,0.01150
08/05/2020,0.01687
11/05/2020,0.00018
12/05/2020,-0.02055
13/05/2020,-0.01746
14/05/2020,0.01153
15/05/2020,0.00392
18/05/2020,0.03150
19/05/2020,-0.01048
20/05/2020,0.01665
21/05/2020,-0.00778
22/05/2020,0.00236
26/05/2020,0.01229
27/05/2020,0.01483
28/05/2020,-0.00211
29/05/2020,0.00481
01/06/2020,0.00375
02/06/2020,0.00821
03/06/2020,0.01365
04/06/2020,-0.00337
05/06/2020,0.02621
08/06/2020,0.01204
09/06/2020,-0.00780
10/06/2020,-0.00531
11/06/2020,-0.05894
12/06/2020,0.01306
15/06/2020,0.00831
16/06/2020,0.01896
17/06/2020,-0.00360
18/06/2020,0.00060
19/06/2020,-0.00565
22/06/2020,0.00649
23/06/2020,0.00431
24/06/2020,-0.02585
25/06/2020,0.01096
26/06/2020,-0.02423
29/06/2020,0.01468
30/06/2020,0.01541
01/07/2020,0.00502
02/07/2020,0.00454
06/07/2020,0.01588
07/07/2020,-0.01082
08/07/2020,0.00783
09/07/2020,-0.00565
10/07/2020,0.01047
13/07/2020,-0.00936
14/07/2020,0.01341
15/07/2020,0.00908
16/07/2020,-0.00340
17/07/2020,0.00285
20/07/2020,0.00841
21/07/2020,0.00168
22/07/2020,0.00575
23/07/2020,-0.01232
24/07/2020,-0.00619
27/07/2020,0.00739
28/07/2020,-0.00647
29/07/2020,0.01243
30/07/2020,-0.00375
31/07/2020,0.00767
03/08/2020,0.00718
04/08/2020,0.00361
05/08/2020,0.00643
06/08/2020,0.00643
07/08/2020,0.00064
10/08/2020,0.00274
11/08/2020,-0.00797
12/08/2020,0.01400
13/08/2020,-0.00205
14/08/2020,-0.00017
17/08/2020,0.00271
18/08/2020,0.00230
19/08/2020,-0.00440
20/08/2020,0.00316
21/08/2020,0.00344
24/08/2020,0.01004
25/08/2020,0.00360
26/08/2020,0.01020
27/08/2020,0.00167
28/08/2020,0.00673
31/08/2020,-0.00220
01/09/2020,0.00753
02/09/2020,0.01537
03/09/2020,-0.03513
04/09/2020,-0.00813
08/09/2020,-0.02776
09/09/2020,0.02014
10/09/2020,-0.01759
11/09/2020,0.00053
14/09/2020,0.01274
15/09/2020,0.00522
16/09/2020,-0.00462
17/09/2020,-0.00841
18/09/2020,-0.01118
21/09/2020,-0.01157
22/09/2020,0.01052
23/09/2020,-0.02372
24/09/2020,0.00299
25/09/2020,0.01598
28/09/2020,0.01611
29/09/2020,-0.00481
30/09/2020,0.00825
01/10/2020,0.00529
02/10/2020,-0.00957
05/10/2020,0.01797
06/10/2020,-0.01399
07/10/2020,0.01740
08/10/2020,0.00801
09/10/2020,0.00879
12/10/2020,0.01642
13/10/2020,-0.00631
14/10/2020,-0.00662
15/10/2020,-0.00153
16/10/2020,0.00013
19/10/2020,-0.01633
20/10/2020,0.00473
21/10/2020,-0.00220
22/10/2020,0.00522
23/10/2020,0.00344
26/10/2020,-0.01859
27/10/2020,-0.00302
28/10/2020,-0.03529
29/10/2020,0.01195
30/10/2020,-0.01213
02/11/2020,0.01232
03/11/2020,0.01780
04/11/2020,0.02205
05/11/2020,0.01946
06/11/2020,-0.00029
09/11/2020,0.01170
10/11/2020,-0.00140
11/11/2020,0.00765
12/11/2020,-0.00998
13/11/2020,0.01361
16/11/2020,0.01165
17/11/2020,-0.00479
18/11/2020,-0.01156
19/11/2020,0.00395
20/11/2020,-0.00679
23/11/2020,0.00563
24/11/2020,0.01616
25/11/2020,-0.00158
27/11/2020,0.00240
30/11/2020,-0.00460
01/12/2020,0.01127
02/12/2020,0.00179
03/12/2020,-0.00062
04/12/2020,0.00884
07/12/2020,-0.00194
08/12/2020,0.00279
09/12/2020,-0.00795
10/12/2020,-0.00128
11/12/2020,-0.00127
14/12/2020,-0.00436
15/12/2020,0.01292
16/12/2020,0.00177
17/12/2020,0.00576
18/12/2020,-0.00351
21/12/2020,-0.00391
22/12/2020,-0.00207
23/12/2020,0.00075
24/12/2020,0.00353
28/12/2020,0.00872
29/12/2020,-0.00223
30/12/2020,0.00134
31/12/2020,0.00644
04/01/2021,-0.01476
05/01/2021,0.00708
06/01/2021,0.00571
07/01/2021,0.01485
08/01/2021,0.00549
11/01/2021,-0.00656
12/01/2021,0.00042
13/01/2021,0.00228
14/01/2021,-0.00375
15/01/2021,-0.00719
19/01/2021,0.00814
20/01/2021,0.01394
21/01/2021,0.00032
22/01/2021,-0.00301
25/01/2021,0.00362
26/01/2021,-0.00149
27/01/2021,-0.02568
28/01/2021,0.00976
29/01/2021,-0.01931
